,name,tel,address
338,우아호성점,063-246-9280,전라북도 전주시 덕진구  우아로28
339,우만1동점,031-216-8899,경기도 수원시 팔달구  세지로 440
340,우도점,064-782-0723,"제주도 제주시 우도면 우도해안길 800, 1층"
341,용호메트로점,051-628-9492,"부산광역시 남구  용호로90번길 12-4, A-103호"
342,용현1호점,032-868-9242,인천광역시 남구 용현동 2-9
343,용인죽전1호점,031-263-9294,경기도 용인시 수지구 죽전동 425-2번지 108호
344,용인역북점,031-339-9294,"경기도 용인시 처인구 역북동 명지로40번길 35-16,상가동 지1층"
345,용인양지점,031-338-8595,"경기도 용인시 처인구  양지로 143번길 5-5 1층 1,2호"
346,용인성복점,031-272-9494,경기도 용인시 수지구 성복동 134번지 302호
347,용인서천점,031-202-9293,경기도 용인시 기흥구  서천동로83번길 4-10
348,용인보라점,031-285-8295,"경기도 용인시 기흥구  한보라1로 42-4., 105호"
349,용인둔전점,031-333-2336,경기도 용인시 처인구 포곡읍 둔전리 405-19 105호
350,용인동천점,031-266-9254,"경기도 용인시 수지구  수풍로117번길 2-2, 102호"
351,용인김량장동점,031-334-9256,"경기도 용인시 처인구 중부대로 1393, 1층 3호"
352,용인구성점,031-275-9299,경기도 용인시 기흥구  마북로 98
353,용인강남대점,031-287-9295,"경기도 용인시 기흥구 강남로 12, 108, 109호(구갈동, 스카이프라자)"
354,용이동점,031-651-9295,"경기도 평택시  현신3길 4, 102호"
355,용운판암점,042-272-9200,대전광역시 동구  새울로91번길2
356,용산용문점,02-711-9294,"서울특별시 용산구  새창로 119, 1층"
357,용산역점,02-6369-9294,서울특별시 용산구 한강로2가 255-1
358,용두신설점,02-953-9294,서울특별시 동대문구  안암로 40
359,"용당용호2,4동점",051-612-0094,"부산광역시 남구  용호로216번가길 10 상가동 1층 105호 (용호동, 용호예가)"
360,용담점,064-725-8892,제주도 제주시  용담로 70
361,완주삼례점,063-291-9293,전라북도 완주군 삼례읍 삼봉로 117
362,완월자산점,055-221-9294,경상남도 창원시 마산합포  고운로 181
363,완도점,061-555-1192,전라남도 완도군 완도읍 가용리 1062-4
364,와동점,031-485-9294,경기도 안산시 단원구  753-9 번지 1층
365,온천3동점,051-502-8005,부산광역시 동래구  충렬대로86번길 31
366,온의퇴계점,033-256-8892,강원도 춘천시 온의동 541-3번지
367,옥정지구점,031-857-9294,경기도 양주시  옥정동로5길 49
368,옥산정평점,053-802-9494,경상북도 경산시  성암로 21길 43
369,옥련점,032-834-8294,인천광역시 연수구  청량로239번길 11
370,옥길지구점,032-343-9294,경기도 부천시 양지로184번길 7-6 1층 (옥길동)
371,옥곡백천점,053-801-9494,"경상북도 경산시  백천동로 7,  상가동 108호(백천동, 부영초록마을)"
372,옥계구포점,054-476-9492,경상북도 구미시  산호대로 25길 25-38
373,오포점,031-769-9479,경기도 광주시  양벌로 295
374,오태북삼점,054-973-9580,경상북도 칠곡군 북삼읍 북삼로 109
375,오창2산단점,043-214-9492,"충북 청주시 청원구  오창읍 2산단로 185-1, 102호"
376,오송점,043-231-4308,충청북도  청주시 흥덕구 오송읍 만수길 14-4
377,오산중앙점,031-376-9492,경기도 오산시  경기대로 333번길 31
378,오산원동점,031-373-9492,"경기도 오산시  오산로 164,  1층 103호(원동, 양우프라자)"
379,오산신장점,031-372-3006,경기도 오산시  오산로348번길 3
380,오목천점,031-291-9229,경기도 수원시 권선구  온정로 8 1층 (오목천동)
381,오류2동점,02-2135-8294,"서울시 구로구 오류로 61, 1층 101호(오류동, 청담파우제)"
382,오금점,02-409-9492,서울특별시 송파구  성내천로88 1층 103호 (오금동)
383,예산읍점,041-333-9255,충청남도 예산군 예산읍 역전로140번길21
384,예산삽교읍점,041-338-9492,충청남도 예산군 삽교읍 삽교로 88
385,영평점,064-702-5555,"제주특별자치도 제주시  기와4길 14-3, 1층(영평동)"
386,영통2동점,031-273-8080,"경기도 수원시 영통구  영통로 237,  B2층 B205호(신동, 에이스 하이엔드 타워 영통)"
387,영통1동점,031-202-9942,경기도 수원시 영통구  반달로 7번길 40
388,영천동부점,054-335-8259,"경상북도 영천시  창신1길 42, 301동 1층 3호"
389,영주휴천점,054-636-9492,경상북도 영주시  지천로 108
390,영주대청점,051-465-9492,부산광역시 중구  동영로 24
391,영주가흥점,054-633-9294,경상북도 영주시 가흥동 1810-1번지 1층 굽네치킨 (영주시 대학로 209)
392,영월점,033-372-1235,강원도  영월군  영월읍  중앙로 13
393,영암삼호점,061-463-9492,"전라남도 영암군 삼호읍 삼호중앙로 234, 나동 1층"
394,영등포구청역점,02-2675-9294,"서울특별시 영등포구  양산로 131-2, 1층"
395,영동읍점,043-743-8294,충청북도 영동군 영동읍 계산리 588-36
396,영덕읍점,054-733-9246/054-734-2185,경상북도 영덕군 영덕읍 남석리 23번지
397,영덕영해점,054-734-9292,경상북도 영덕군 영해면 성내리 481-3
398,염창역점,02-2648-9294,"서울특별시 양천구  공항대로 644, 지앤빌딩"
399,연일유강점,054-286-1399,"경북 포항시 남구 연일읍 철강로 25번길 60, 1층"
400,연신내점,02-353-9253,서울시 은평구  통일로 877 1층
401,연수교현점,043-846-8292,충청북도 충주시  갱고개로 39
402,연수3동선학점,032-815-8293,인천광역시 연수구 선학동 376-5 1층 남서쪽상가 2칸
403,연수1동점,032-814-9482,인천광역시 연수구  먼우금로264번길 12 1층
404,연산2호점,051-852-9492,"부산광역시 연제구  중앙천로 35, 1층(연산동)"
405,연산1동점,051-867-9495/051-868-9495,부산광역시 연제구 연산동 615-10
406,연무점,041-741-9492,충청남도 논산시 연무읍 연무로 180-1
407,연남점,02-334-9482,서울특별시 마포구  동교로27길 91
408,역촌점,02-387-9294,서울특별시 은평구  연서로 49
409,역삼2동점,02-566-9294,서울특별시 강남구  도곡로27길6 1층 (역삼동)
410,역삼1동점,02-558-9995,"서울특별시 강남구  역삼로 129 ,104호"
411,역곡점,032-342-8294,경기도 부천시 원미구 역곡동 110-8번지
412,여주점,031-886-9492,경기도 여주시  여흥로 108
413,여좌중앙점,055-541-2222,경상남도 창원시 진해구  충장로41
414,여의도1호점,02-784-9492,서울특별시 영등포구  국회대로 66길 23 105호
415,여월도당점,032-672-9294,"경기도 부천시 부천로366번길 86,106호 (도당동 베네스트로즈)"
416,여수죽림점,061-692-9494,전라남도 여수시 소라면 죽림중앙로 33
417,여수웅천점,061-685-9294,전라남도 여수시  웅천로 19-9 103호
418,여수여천점,061-686-0017,전라남도 여수시  망마로 102
419,여수여서점,061-654-3633,전라남도 여수시  여문1로 28
420,여수봉산국동점,061-642-9939,전라남도 여수시  대교로 26 (봉산동)
421,여수미평점,061-654-9492,전라남도 여수시  양지1길 6-14
422,여수문수점,061-651-0017,"전라남도 여수시  문수로 68, 1층(문수동)"
423,여수무선점,061-692-6767,전라남도 여수시  화산1길 7
424,여수돌산점,061-644-8253,전라남도 여수시 돌산읍 우두리 1056-1
425,여수관문점,061-641-9494,전라남도 여수시 충무동 463-1번지
426,에코메트로점,032-433-1829,"인천광역시 남동구  소래역남로16번길 75,  에코메트로3차 더타워상가 1층 111-3호"
427,양평점,031-774-9992,경기도 양평군 양평읍 한빛길4
428,양평용문점,031-772-8894,경기도 양평군 용문면 용문로375
429,양주삼숭고읍점,031-844-8292,경기도 양주시  삼숭로 157 106호(삼숭동)
430,양주백석점,031-875-9288,경기도 양주시 벡석읍 호명로 92
431,양주덕계점,031-868-9492,경기도 양주시 덕계동 473-4번지
432,양정염포점,052-289-9282,울산광역시 북구  염포로 563
433,양재1동점,02-577-9492,서울특별시 서초구 바우뫼로41길 8 102호 (양재동)
434,양양점,033-673-9575,강원도 양양군 양양읍 남문로15
435,양산증산점,055-386-9295,"경상남도 양산시 물금읍 물금로 159, 1층"
436,양산신도시점,055-365-8892,"경상남도 양산시  양주로 38, 1층 108호"
437,양산석산점,055-366-9492,"경상남도 양산시 동면 금오12길 4-5, 1층"
438,양산서창점,055-363-9282,경상남도 양산시 삼호동 794-1 1층
439,양산범어점,055-365-8294,경상남도 양산시 물금읍 범구로 17
440,양산물금점,055-382-9982,"경상남도 양산시 물금읍 버들길 36, 1층"
441,양산덕계점,055-362-9282,경상남도 양산시  배움터길 20
442,양구점,033-482-5092,강원도 양구군 양구읍 중심로 184-1
443,양곡점,031-987-9492,"경기도 김포시  양촌읍 양곡2로 30, 106호"
444,야탑3동점,031-781-9294,경기도 성남시분당구  벌말로 29번길 18
445,"야탑1,2동점",031-708-5777,경기도 성남시 분당구  판교로 443
446,애월점,064-799-8294,"제주특별자치도 제주시 애월읍 고내로 11길 30, 2층"
447,압량조영점,053-817-8295,경상북도 경산시 압량면 청운1로 89
448,암사3동점,02-428-9294,서울특별시 강동구  암사길 88
449,알펜시아점,033-339-0146,강원도 평창군 대관령면 솔봉로 325
450,안지랑점,053-657-8194,"대구광역시 남구  대명로 177,  1층 13호(대명동, 동신맨션)"
451,안양중앙시장점,031-466-9292,경기도 안양시 만안구  냉천로 193번길 42 안양4동 711-120
452,안양박달점,031-442-9294,경기도 안양시 만안구  박달로 506
453,안양관양점,031-387-6661,경기도 안양시 동안구 관양1동 1386-18번지
454,안양7동점,031-465-9234,"경기도 안양시 만안구  태평로 52번길 37, 지상 1층 110호"
455,안성한경대점,031-672-9492,"경기도 안성시  중앙로 274-7,  상가동 102호(석정동, 한빛마을우남퍼스트빌)"
456,안산한양대점,031-415-8295,경기도 안산시 상록구  사동 1550-8
457,안산초지점,031-484-9244,경기도 안산시 단원구 초지동 742-9번지 메가쇼핑 113호
458,안산일동점,031-417-9482,"경기도 안산시 상록구 일동 구룡로 33, 102호"
459,안산성포점,031-486-9594,경기도 안산시 상록구 성포동 592-2번지 현대@상가 112동 107호
460,안동중앙점,054-842-9696,경상북도 안동시  안기천로 46 1층 103호(당북동)
461,안동용상점,054-821-8294,경상북도 안동시  경동로 908
462,안동1호점,054-858-9285,경상북도 안동시  경동로 349
463,아산탕정점,041-542-9492,"충청남도 아산시 탕정면 명암리 939-10, 101호"
464,아산장재점,041-532-9482,"충청남도 아산시  용연로 71,  103호"
465,아산용화점,041-532-9294,충청남도 아산시  온중로 39
466,아산신창점,041-542-8294,충청남도 아산시 신창면 서부북로920 1층
467,아산둔포테크노벨리점,041-547-9294,"충청남도 아산시  아산밸리중앙로 67, 이지더원아파트 414동 B108,"
468,아산권곡점,041-533-9492,"충청남도 아산시  청운로 146번길 2, 201호"
469,쌍문점,02-992-4555,"서울특별시 도봉구  도봉로 139길 74, 1층"
470,심곡점,032-612-9494,"경기도 부천시  신흥로 22,  1층 105호(심곡동, 스카이파크)"
471,신흥약대점,032-678-9294,경기도 부천시 원미구  약대동 118
472,신현점,031-712-9294,"경기도 광주시 오포읍 신현로 74, 101호"
473,신현원창점,032-577-9294,인천광역시 서구 가정동 515-1
474,신평비산점,054-453-0092,경상북도 구미시  비산로21 상가동 1층 103호 (비산동)
475,신탄진점,042-936-9492,대전광역시 대덕구  덕암로 255
476,신촌점,02-312-9494,서울특별시 서대문구  연세로 42-32
477,신창신가점,062-962-9292,광주광역시 광산구  신창로86번길 7-9
478,신정7동점,02-2648-9492,"서울특별시 양천구  목동남로2길 60-7, 상가동 지층2호 (신정동, 양천중앙하이츠)"
479,신정4동점,02-2692-9492,"서울특별시 양천구 오목로 172 지하 101호, 102호 (신정동, 뉴타운아파트)"
480,신정3동점,02-3666-9292,"서울특별시 양천구 중앙로43길 14 122동 119호 (신정동, 래미안 목동아델리체)"
481,신정2동점,02-2646-9492,서울특별시 양천구  신목로39
482,신월성점,053-639-9944,"대구광역시 달서구 조암남로85,115호 (월성동,DS타워)"
483,신월사파점,055-266-9929,경상남도 창원시 의창구  원이대로 687
484,"신월3,5동점",02-2691-8294,"서울특별시 양천구 화곡로4길 3, 1001동 101호 (미리내아파트)"
485,"신월2,4동점",02-2697-2232,"서울특별시 양천구 신월동 월정로 20-1,1층 3호"
486,신수점,02-715-9492,서울특별시 마포구  토정로18길 11 상가동 102호
487,신성점,042-863-9492,대전광역시 유성구  신성로 66
488,신사1동점,02-386-9294,"서울특별시 은평구  갈현로 39-1, 1층 4호(신사동)"
489,신방화역점,02-2663-9294,"서울특별시 강서구  마곡서1로 131,  상가동 1층 101호(마곡동, 마곡엠밸리1단지)"
490,신림동점,02-885-9294,서울특별시 관악구  신림동길 27
491,신둔점,031-633-1696,경기도 이천시 신둔면 증신로 561
492,신도림점,02-2677-9294,서울특별시 구로구  신도림로11길 45
493,신대점,061-723-8294,전라남도 순천시 해룡면 매안4길 22
494,신대방1동점,02-843-9294,서울특별시 동작구  대림로 19
495,신당역점,02-2232-9294,서울특별시 중구  퇴계로87길 22
496,"신당3,4동점",02-2253-3344,"서울특별시 중구 신당동 다산로32, 2상가 108호"
497,신내1동점,02-436-9977,서울특별시 중랑구 신내1동 398-4번지
498,신길뉴타운점,02-832-9492,서울특별시 영등포구 신길동 4937  한화꿈에그린상가 112동 110호
499,신기북정점,055-387-9212,경남 양산시 삼성5길 5-21  (북정동)
500,신곡2동점,031-851-9285,"경기도 의정부시  부용로210번길 17, 101호"
501,신곡1동점,031-821-9294,"경기도 의정부시  발곡로 31번길 15 (신곡동, 지상1층)"
502,신갈점,031-285-3800,경기도 용인시 기흥구  구갈로60번길 11
503,시흥월곶점,031-318-9482,경기도 시흥시 월곶동 994-1번지 주영프라자 101호
504,시흥신천점,031-311-9294,경기도 시흥시  신천3길41
505,시흥대야점,031-313-9294,경기도 시흥시 대야동 475-11번지
506,시흥능곡점,031-435-9294,"경기도 시흥시  능곡로 182, 107호"
507,시흥5동점,02-804-9294,서울특별시 금천구  금하로 731-7
508,시흥1동점,02-894-9294,"서울특별시 금천구 금하로14길 10, 1층(시흥동 887-24)"
509,시립대점,02-2214-5292,"서울특별시 동대문구  사가정로 149, 1층"
510,순천풍덕점,061-741-7492,"전라남도 순천시  남산로 153,  1층(풍덕동)"
511,순천조례점,061-722-8292/061-723-8292,순천시 신원큰길 27(조례동)
512,순천연향점,061-722-9294,전라남도  순천시   연향1로 12
513,순천북부점,061-751-9244,"전라남도 순천시  업동2길 2, 1층(용당동)"
514,순천남부점,061-746-9292/061-746-9494,전라남도 순천시  우석로 202
515,순창점,063-653-9492,전라북도 순창군 순창읍 장류로 358
516,수택3동점,031-568-9294,경기도 구리시 수택3동 853번지 럭키아파트상가 108호
517,수택2동점,031-553-9492,"경기도 구리시  벌말로 185, 117호"
518,수진점,,경기도 성남시수정구  제일로147번길 4
519,수유2동벽산점,02-998-1500,서울특별시 강북구  삼양로 424
520,수원조원1동점,031-241-9294,경기도 수원시 장안구  조원로 111번길 31
521,수원정자3동점,031-268-9211,경기도 수원시 장안구 천천동 481-5 1층
522,수원정자2동점,031-256-9294,경기도 수원시 장안구 정자2동 46-41번지
523,수원인계점,031-233-9294,경기도 수원시 팔달구 인계동 1008-24
524,수원율전점,031-269-9298,"경기도 수원시 장안구 덕영대로425번길41,1층 (율전동)"
525,수원영화점,031-245-2727,경기도 수원시 장안구  정조로934번길 46
526,수원역점,031-255-9492,경기도 수원시 팔달구  매산로52번길 8-1
527,수원세류점,031-223-9294,"경기도 수원시 권선구  덕영대로 1113-10, 1층(세류동)"
528,수원고등점,031-252-9294,경기도 수원시 팔달구  고등로59번길 63(고등동)
529,수완2호점,062-955-9493,"광주광역시 광산구 신가 1245, 1층"
530,수암신정2호점,052-276-1919,"울산광역시 남구  신선로 45, 롯데캐슬중앙상가동 209호"
531,수송미장점,063-466-9294,전라북도 군산시  축동로 7
532,수색증산점,02-372-9285,서울특별시 은평구 증산서길 98
533,수락점,02-933-9295,"서울특별시 노원구 동일로 239길 19, 105호"
534,수내점,031-711-9492,"경기도 성남시분당구  발이봉남로 3번길 4, 1층"
535,수곡모충점,043-285-9492,충청북도 청주시 서원구  구룡산로 340
536,송파점,02-422-9482,"서울특별시 송파구  송이로2길 3, 1층 101, 102호 (송파동)"
537,송추점,031-837-9005,"경기도 양주시 장흥면 가마골로 173, 1층"
538,송촌점,042-639-8294,대전광역시 대덕구  동춘당로 44번길 20
539,송천에코점,063-277-9288,전라북도 전주시덕진구 송천로 112-42
540,송우리점,031-544-9294,경기도 포천시 소흘읍 송우로 55-5
541,송림송현점,032-773-9282,인천광역시 동구  새천년로 32
542,송도신도시점,032-833-9482,인천광역시 연수구  컨벤시아대로 50
543,송도5동점,032-833-9294,"인천광역시  연수구   센트럴로 415,  판매시설동 1층 190호(송도동, 힐스테이트 송도 더테라스)"
544,송도3동점,032-816-9494,인천광역시 연수구 송도동 190-2 글로벌캠퍼스푸르지오상가 202동 131호
545,송내북부역점,032-321-9492,"경기도 부천시 석천로54, 1층 (상동, 대동빌딩)"
546,송내2동점,032-661-9282,경기도 부천시 소사구 성주로 96  1층 102호 (송내동)
547,속초조양점,033-638-9595,"강원도 속초시  조양상가길 2, 110호"
548,속초교동점,033-637-8892,강원도 속초시 교동 교동로 113번지
549,소하2동점,02-898-9291,경기도 광명시  성채로 50번길 33
550,소하1동점,02-899-9492,경기도 광명시 소하1동 1324번지 주공아파트 상가 (후문)
551,소촌우산점,062-941-9495,광주광역시 광산구  사암로106번길 57
552,소사점,032-344-9477,경기도 부천시 소사구 소사본3동 400-7 청구@ 상가 101호
553,소사벌점,031-651-9294,경기도 평택시  비전6길 2-14
554,세종한솔새롬점,044-868-9294,"세종특별자치시   새롬중앙로 34 , 118A(새롬동, 크리스마스빌딩)"
555,세종종촌점,044-863-9492,"세종특별자치시   도움1로 74,  상가동 105호"
556,세종소담점,044-862-9492,"세종특별자치시 국책연구원1로 15 상가에이동 106, 107호(소담동, 새샘마을9단지)"
557,세종도담점,044-863-9294,"세종특별자치시   보듬3로 6,1층 107호(도담동,라온프라이빗시티Ⅱ)"
558,세종다정점,044-865-9492,"세종특별자치시 다정서로 60,(다정동,가온마을5단지) 상가1동 102호"
559,세종고운점,044-864-9245,"세종특별자치시   마음로 151, 가락마을 9단지 상가 102호"
560,세마역점,031-376-9585,"경기도 오산시  수목원로 602,  1층 109호, 110호(세교동)"
561,세교통복점,031-653-9979,경기도 평택시  통복시장로 54번길 16-7
562,세교1호점,031-375-6969,"경기도   오산시대호로 131, 1층 107호(궐동, 대유프라자)"
563,성현점,02-884-7703,서울특별시 관악구 봉천동 466-76
564,성연테크노벨리점,041-663-9492,"충청남도 서산시 성연면 충의로 696, 102호"
565,성신여대점,02-923-9492,서울특별시 성북구 동선2가 145번지
566,성수1호점,02-464-9294,서울특별시 성동구 상원1길 26 1층 108-2호 (성수동1가)
567,성서계명대점,053-584-9288,대구광역시 달서구  서당로9안길 5
568,성산점,064-782-9262,"제주특별자치도 서귀포시 성산읍 해맞이해안로 2660, 1층"
569,성산2동점,02-307-9294,서울특별시 마포구  성암로7길 25
570,성사점,031-965-9492,경기도 고양시 덕양구 성사동 702-9
571,성당본리점,053-628-9494,"대구광역시 달서구  대명천로 96,  1층 굽네치킨"
572,성내3동점,02-472-9492,서울특별시 강동구 성내동 433-14 1층
573,성내2동점,02-470-9492,"서울특별시 강동구 성내동 25-1번지 이안A상가 110,111호"
574,성남동점,031-732-9232,경기도 성남시 중원구 산성대로 200 2층 201호 (성남동)
575,성건중부점,054-777-2092/054-776-2092,경상북도 경주시  북성로 98
576,선부3동점,031-402-9994,경기도 안산시 단원구  선부3동 1116-14번지
577,선부1동점,031-410-9492,경기도 안산시 단원구 달미로 96-1 101호 (선부동)
578,석촌점,02-421-9294,서울특별시 송파구  송파대로45길 16
579,석수2동점,031-474-9292,경기도 안양시 만안구  안양로 532번길 27
580,석관점,02-967-9492,"서울특별시 성북구  돌곶이로 21, 1층"
581,서현점,031-701-9243,"경기도 성남시 분당구  황새울로360번길 26, 2층 203호(서현동, 삼보프라자)"
582,서판교점,031-709-9294,"경기도 성남시 분당구  운중로 178번길 1, 107호"
583,서충주신도시점,043-846-9492,"충청북도 충주시 대소원면 첨단산업4로 31, 1층"
584,서초3동점,02-588-9492,서울특별시 서초구   반포대로22길 79-5
585,서초2동점,02-525-9294,서울특별시 서초구  서운로 79
586,서초1동점,02-597-9077,"서울특별시 서초구  사임당로 105, 일석상가 105호, 106호"
587,서천점,041-953-9492/041-953-9493,충청남도 서천군 서천읍 사곡리 304-68
588,서창지구점,032-469-9294,인천광역시 남동구 서창남순환로215번길 48 118호
589,서울대방점,02-817-9294,서울특별시 동작구  대방동23길 42
590,서산예천점,041-667-9492,"충청남도  서산시   석남3로 7, 1층(석남동)"
591,서산동문점,041-666-5892,"충청남도 서산시  율지 19길 47-10, 1층"
592,서부전하점,052-236-9292,울산광역시 동구 봉수로 290 상가동 제비201호(e편한세상전하)
593,서부신시가지점,063-236-9294,전라북도 전주시 완산구  후곡길 23-11
594,서림점,02-882-5155,서울특별시 관악구 신림동 96-60 한강뉴스타
595,서둔탑동점,031-298-9492,경기도 수원시 권선구 탑동로 18 1층
596,서대문연희점,02-333-9492,"서울특별시 서대문구  연희로 170, 1층"
597,서교점,02-323-9294,"서울특별시 마포구 잔다리로 74, 1층"
598,서곡지구점,063-275-9492,전라북도 전주시 완산구  서곡1길 1-4 1층
599,서강점,02-338-9294,"서울특별시 마포구  독막로22길 28,1층"
600,새솔동점,031-356-9592,"경기도 화성시  수노을1로191,4동 102호"
601,상주냉림무양점,054-533-9495,경상북도 상주시  냉림2길 31-3
602,상일점,02-481-9492,서울특별시 강동구 상일동 237번지
603,상왕십리역점,02-2281-1087,"서울특별시 성동구  왕십리로 410, 센트라스 상가 L동"
604,상암점,02-376-9294,서울특별시 마포구 상암동 30-1번지 형제빌딩 103호
605,상무2호점,062-375-9992,광주광역시 서구  화정로85번길 30-1
606,상동하당점,061-277-7200,전라남도 목포시  상리로15번길 15
607,상동점,032-329-9949,"경기도 부천시  소향로 37번길 19, 1층 122, 123호"
608,상도1호점,02-826-9294,서울특별시 동작구 상도동 436
609,상대원점,031-757-9492,경기도 성남시 중원구  희망로 324
610,상계보람점,02-930-9288,서울특별시 노원구  노원로34길 66 1층(상계동)
611,"상계6,7동점",02-936-8288,서울특별시 노원구 상계동 728-3 주공6단지 상가 101호
612,상.중동점,053-767-9492,대구광역시 수성구  상화로66
613,삼학자유점,061-244-2929,전라남도 목포시  둥근섬로 48-1
614,삼천포점,055-835-9494,경상남도 사천시 벌리동 420-8번지
615,삼척점,033-575-9282,강원도 삼척시 대학로 40
616,삼전점,02-424-9992,"서울특별시 송파구  백제고분로21길 20, 1층 102호"
617,삼송1호점,02-381-9294,"경기도 고양시 덕양구  동산1로1길 23-23,  102호(동산동)"
618,삼성2동점,02-515-9294,"서울특별시 강남구  삼성로103길 12, 123"
619,삼산2동점,032-525-9292,인천광역시 부평구 삼산동 453-1번지
620,삼산1동점,032-529-7494,인천광역시 부평구 평천로 389
621,산북소룡점,063-471-9492/063-465-9482,전라북도 군산시  원산북2길 37
622,산본1동점,031-394-5999,"경기도 군포시 군포로745번길 45, 1층"
623,산남성화점,043-283-9282,충청북도 청주시 서원구  두꺼비로 27번길 5-11
624,산곡4동점,032-525-9494,"인천광역시 부평구  원길로11번길 33, 1층"
625,산곡2동점,032-517-9292,"인천광역시 부평구  화랑북로11번길 38, 1층"
626,사창사직2점,043-273-9289,충청북도 청주시 서원구  창신로25번길 15 102호(사창동)
627,사동계양점,053-813-9492,경상북도 경산시 장산로 257 1층 (사동)
628,사당2동점,02-592-9294,"서울특별시 동작구  동작대로35길 46,  이수푸르지오 더 프레티움 근린생활시설 단지 내 상가 105호(사당동)"
629,사당1동점,02-588-9294,서울특별시 동작구 사당동 1038-12
630,사2동점,031-417-9492,"경기도 안산시 상록구  감골로 33, 101호"
631,비전2동점,031-656-9492,경기도 평택시 비전2동 272-7
632,비래가양점,042-632-9294,대전광역시 동구 흥룡로 79(가양동)
633,불현점,031-866-9409,"경기도 동두천시  평화로 2328, 가운데칸"
634,불로동점,032-566-7877,인천광역시 서구 불로동 308번지
635,불광1동점,02-382-9492,"서울특별시 은평   불광로 114, 1층(불광동)"
636,분당동점,031-708-9292,경기도 성남시 분당구 분당동 96번지
637,북아현점,02-312-9294,"서울특별시 서대문구  북아현로1길 50 ,상가동 106호"
638,북변사우점,031-998-0202/031-982-7977,경기도 김포시 사우동 1066번지
639,북가좌1호점,02-306-9988,서울특별시 서대문구  증가로 220-1
640,부흥달안점,031-388-9492,"경기도 안양시 동안구  동안로 194, 1층 117호"
641,부평역점,032-501-3040,"인천광역시 부평구  부평문화로 107-3, 1층"
642,부평4동점,032-516-3456,"인천광역시 부평구  주부토로 109, 1층(일부호)"
643,부천원종2동점,032-677-9299,경기도 부천시 오정구 원종동 224-8번지
644,부천원미점,032-662-9492,경기도 부천시 원미로 137
645,부천남부역점,032-653-9494,"경기도  부천시  성주로 245, 102호(심곡본동, LG아트빌)"
646,부여점,041-836-9494,충청남도 부여군 부여읍 중앙로5번길 24-10
647,부안읍점,063-581-9290,전라북도 부안군 부안읍 학동길 21-1
648,부산화명점,051-363-9492,부산광역시 북구 화명3동 2287-1 리버사이드빌딩 107-1호
649,부산학장점,051-315-9592,부산광역시 사상구  대동로 147-3
650,부산하단점,051-294-9494,부산광역시 사하구 하신번영로 304 (하단2동)
651,부산토곡점,051-759-9279,부산광역시 연제구  과정로 132번길 50
652,부산초읍점,051-904-9292,부산광역시 부산진구  성지로 104번길 46
653,부산초량점,051-467-9294,부산광역시 동구  초량로 59
654,부산청학점,051-418-8292,부산광역시 영도구 청학동 신도브래뉴 상가 112호
655,부산지사점,051-941-9492,"부산광역시 강서구  과학산단로 334번 나길 21,  1층"
656,부산주례점,051-323-5999,부산광역시 사상구  양지로 8번길 45-15
657,부산주례2호점,051-325-9592,부산광역시 사상구 주례동 80-29번지 1층
658,부산좌동점,051-704-9922,부산광역시 해운대구  좌동순환로 275
659,부산전포점,051-805-8294,부산광역시 부산진구  서전로 58번길 51
660,부산재송점,051-784-5600,부산광역시 해운대구  해운대로143번길 51
661,부산장전점,051-512-9953,부산광역시 금정구  장전온천천로 73번길 6
662,부산장림점,051-264-9482,부산광역시 사하구  다대로320번길 25
663,부산우동점,051-741-9488,부산광역시 해운대구  우동1로 45
664,부산우2동점,051-742-9477,"부산광역시 해운대구  해운대로 361, 103호"
665,부산온천점,051-557-9293,부산광역시 동래구  중앙대로 1335번길 21
666,부산엄궁점,051-315-9294,부산광역시 사상구  엄궁북로 4번길 7
667,부산양정점,051-868-9282,"부산광역시 부산진구 동평로406번길 33, 1층(양정동)"
668,부산안락점,051-525-0505,부산광역시 동래구  충렬대로 457번길 21
669,부산수정점,051-464-8292,부산광역시 동구  홍곡로 74
670,부산수영점,051-754-9291,"부산광역시 수영구  수영로741번길 46,  218동 104호(수영동, 수영협성르네상스타운)"
671,부산수민점,051-557-8292,부산광역시 동래구 수안동 34-1번지 새동래상가 6동 104호
672,부산송도점,051-246-0047,부산광역시 서구  암남공원로 27
673,부산서동점,051-531-9492,부산광역시 금정구 서곡로 34
674,부산사직점,051-502-8070,부산광역시 동래구 사직1동 47-23번지
675,부산부전점,051-804-9293,"부산광역시 부산진구  새싹로 37, 1층 101호(부전동)"
676,부산부암점,051-803-9234,부산광역시  부산진구   백양순환로 137-1
677,부산부곡점,051-512-9929,부산광역시 금정구  중앙대로1706번길 15
678,부산부곡2호점,051-583-9295,부산광역시 금정구  서동로36 (부곡동)
679,부산범천점,051-637-9284,부산광역시 부산진구 범일로192번길54
680,부산범일점,051-633-9294,"부산광역시 동구  중앙대로 514, 1동 1층 103호"
681,부산반여점,051-528-6700,부산광역시 해운대구  선수촌로 162-1
682,부산반여2호점,051-784-9492,부산광역시 해운대구  재반로 242번길 29-70
683,부산반송점,051-545-9282,"부산광역시 해운대구  윗반송로31번길 113-11,1층 (반송동)"
684,부산문현점,051-633-9494,부산광역시 남구 문현1동 13-63번지
